Ticker,Rank,Decile,Momentum,Volatility,marketCap,sector
ORCL,1.0,1,0.2856884485813005,0.027214153180157862,597775220736, Information Technology
JBL,2.0,1,0.2815308886271839,0.024897869582217992,23112452096, Information Technology
WDC,3.0,1,0.23430326122663558,0.030533483044403842,22157242368, Information Technology
PENN,4.0,1,0.23128795164003035,0.033134140815831506,2757296640, Consumer Discretionary
DAR,5.0,1,0.22946089733285824,0.028161914182355363,6059072000, Consumer Staples
WHR,6.0,1,0.2223076120433647,0.02851347076892507,5307983872, Consumer Discretionary
RBLX,7.0,1,0.20717401641293387,0.02884219814458476,71219822592, Communication
LRCX,8.0,1,0.20164589262428878,0.032906216267837275,123869978624, Information Technology
FERG,9.0,1,0.20153858276924397,0.022764555731096668,43797712896, Industrials
OLLI,10.0,1,0.19730826465052576,0.026570744774474683,8185356288, Consumer Discretionary
NUE,11.0,1,0.19431236175385092,0.026007248593479023,30138388480, Materials
KLAC,12.0,1,0.19297642508234603,0.030995702490574047,119405690880, Information Technology
IONS,13.0,1,0.1871083489053662,0.026571293737953364,6331344896, Health Care
EL,14.0,1,0.18060943975126387,0.03232218902475989,28431200256, Consumer Staples
DKNG,15.0,1,0.17697877048738486,0.030269716288204216,20958158848, Consumer Discretionary
AMAT,16.0,1,0.17078152645908085,0.03061215669980724,147274432512, Information Technology
AYI,17.0,1,0.1704181597252068,0.021121059906619565,9400651776, Industrials
MTSI,18.0,1,0.16955838346926466,0.032469639617563,10580589568, Information Technology
GXO,19.0,1,0.16893536378340834,0.02917871169311347,5502409728, Industrials
IRDM,20.0,1,0.167402467582757,0.027365104810592303,3191801600, Communication
SPOT,21.0,1,0.16652134486927195,0.027465522311402913,159102959616, Communication
GNRC,22.0,1,0.16523377351186364,0.02469444225523057,8407902208, Industrials
DG,23.0,1,0.15814907201458062,0.030111143043585753,24786597888, Consumer Staples
FCX,24.0,1,0.15540539535798525,0.028234266548753408,63853449216, Materials
RCL,25.0,1,0.15470387897939664,0.028304353016330358,80351895552, Consumer Discretionary
ST,26.0,1,0.151573324784664,0.02969587742465197,4390162944, Industrials
AZTA,27.0,1,0.15157190301217605,0.03141125461238863,1408647552, Health Care
CASY,28.0,1,0.15133862966484757,0.018710234978831827,18739595264, Consumer Staples
NET,29.0,1,0.1511242836606046,0.03253880485426979,66188644352, Information Technology
DINO,30.0,1,0.151120922309939,0.024746838291027532,7835972096, Energy
SCCO,31.0,1,0.15102843663465415,0.024517886459718603,84137672704, Materials
BRKR,32.0,1,0.15082108623471413,0.028143223704980794,6391619584, Health Care
DASH,33.0,1,0.14852627078694702,0.024514131516687406,101546008576, Consumer Discretionary
ILMN,34.0,1,0.14494170851129295,0.026806538384418703,14905528320, Health Care
WWD,35.0,1,0.14431655783502806,0.022571991748746037,14729546752, Industrials
OSK,36.0,1,0.1391268785431803,0.02586321714189881,7273516544, Industrials
JLL,37.0,1,0.13861702199821346,0.02233598284486018,12037982208, Real Estate
ZS,38.0,1,0.13837501707412492,0.027918225813858256,48865189888, Information Technology
BLD,39.0,1,0.1344691436868779,0.02670771594122298,9174361088, Consumer Discretionary
MTDR,40.0,1,0.12996978309085927,0.028979891231935933,6084865536, Energy
