Ticker,Rank,Decile,Momentum,Volatility,marketCap,sector
JBL,1.0,1,0.2175842971827222,0.0248983506260892,23400136704.0, Information Technology
OLLI,2.0,1,0.16403999991182205,0.026571327843588996,8178609152.0, Consumer Discretionary
EL,3.0,1,0.15799256768975845,0.03235864095745297,29202870272.0, Consumer Staples
NKE,4.0,1,0.15011787596924742,0.02795464838564931,106832150528.0, Consumer Discretionary
RCL,5.0,1,0.14285172876853247,0.028245350712145068,82581372928.0, Consumer Discretionary
CCL,6.0,1,0.13618161908248516,0.031076225771886318,36344360960.0, Consumer Discretionary
WDC,7.0,1,0.13427755185334922,0.03051255255781788,22120609792.0, Information Technology
NET,8.0,1,0.13336455186987828,0.032514480490856895,66985844736.0, Information Technology
DAR,9.0,1,0.12928157540629304,0.02820398994456933,5894586368.0, Consumer Staples
DKNG,10.0,1,0.12111643876411438,0.030101649745858678,21166600192.0, Consumer Discretionary
GXO,11.0,1,0.11545493926093431,0.02916924808524826,5583647232.0, Industrials
IONS,12.0,1,0.11441050663186525,0.026366990734719816,6323387392.0, Health Care
SPOT,13.0,1,0.11230470369829693,0.0274478023071407,160710590464.0, Communication
EME,14.0,1,0.11194276808632231,0.02689135137691652,23647664128.0, Industrials
FLS,15.0,1,0.11143693983621739,0.02432812497451017,6927540736.0, Industrials
DASH,16.0,1,0.11126495921338475,0.024507473717441434,102050267136.0, Consumer Discretionary
AYI,17.0,1,0.11089636325315078,0.021121875420018914,9163407360.0, Industrials
RBLX,18.0,1,0.10782249172125269,0.02884201302334194,71599661056.0, Communication
DKS,19.0,1,0.1058156613482999,0.028659974429038837,16209939456.0, Consumer Discretionary
VAC,20.0,1,0.10390001972649343,0.03034133522228224,2569080832.0, Consumer Discretionary
WHR,21.0,1,0.10244405517143318,0.02832386101305085,5373793280.0, Consumer Discretionary
GNRC,22.0,1,0.101215010350995,0.02467642749131444,8364772864.0, Industrials
NUE,23.0,1,0.09957786806950475,0.02595600243143363,30051858432.0, Materials
PENN,24.0,1,0.0995146445722852,0.03294730399528659,2737666048.0, Consumer Discretionary
