Ticker,Rank,Decile,Momentum,Volatility,marketCap,sector
MUSA,400.0,6,0.0651603597210535,,8052259328.0, Consumer Discretionary
CACI,401.0,6,0.0644921068501898,,9995380736.0, Industrials
ECL,402.0,6,0.06433661105321686,,73775751168.0, Materials
MDLZ,403.0,6,0.0634574312635896,,85911306240.0, Consumer Staples
KEYS,404.0,6,0.06325406871286554,,27561533440.0, Information Technology
ZION,405.0,6,0.0621115968919117,,7132107264.0, Financials
FIS,406.0,6,0.06171503945803103,,42262773760.0, Financials
VMC,407.0,6,0.061049261577156955,,34101327872.0, Materials
NSC,408.0,6,0.06072720712789792,,57021550592.0, Industrials
UDR,409.0,6,0.0603695234253907,,15502074880.0, Real Estate
KIM,410.0,6,0.06008097574046456,,14206415872.0, Real Estate
FCNCA,411.0,6,0.05952084230106025,,24320632832.0, Financials
SUI,412.0,6,0.05684977549951853,,16743471104.0, Real Estate
KDP,413.0,6,0.05670989077300059,,45105487872.0, Consumer Staples
RLI,414.0,6,0.05618087982841513,,6563604480.0, Financials
JKHY,415.0,6,0.054686195280804206,,13208093696.0, Financials
EQR,416.0,6,0.05224357850059569,,26970044416.0, Real Estate
ESS,417.0,6,0.05192059846583952,,19610777600.0, Real Estate
CRM,418.0,6,0.05127330944699726,,248082006016.0, Information Technology
USB,419.0,6,0.050604707593026044,,67415957504.0, Financials
RF,420.0,6,0.050052403616266616,,19740502016.0, Financials
GEN,421.0,6,0.049877263435232244,,18209953792.0, Information Technology
DT,422.0,6,0.04984352835439476,,16676469760.0, Information Technology
GMED,423.0,6,0.04789018661996414,,7766693376.0, Health Care
SBUX,424.0,6,0.04652212313203119,,104866988032.0, Consumer Discretionary
