Ticker,Quantity
CASH,5550.854019165039
EL,1.0
FLS,2.0
GXO,2.0
IONS,3.0
WDC,2.0
DAR,3.0
DKNG,3.0
OLLI,1.0
TAP,-2.0
DOW,-5.0
HUN,-13.0
FRPT,-2.0
TRIP,-10.0
BIRK,-2.0
VNO,-3.0
COTY,-30.0
ETSY,-2.0
CAG,-6.0
CCL,5.0
NKE,2.0
KBR,-3.0
RARE,-4.0
BMY,-3.0
GIS,-2.0
